id_cliente,sexo,uf,renda,cidade,nome,data_nascimento
2756,F,DF,10445.0,Brasília,Cliente_02756,1956-09-25 23:59:06
2757,F,RJ,23820.0,Rio de Janeiro,Cliente_02757,1976-05-24 22:44:16
2758,M,RS,10274.0,Pelotas,Cliente_02758,1987-08-31 20:07:03
2759,M,DF,3705.0,Brasília,Cliente_02759,1964-02-28 04:02:43
2760,F,RS,21998.0,Caxias do Sul,Cliente_02760,1956-11-14 06:36:12
2761,M,MG,13842.0,Juiz de Fora,Cliente_02761,1963-08-08 15:42:16
2762,F,BA,5527.0,Salvador,Cliente_02762,1964-10-13 22:29:14
2763,F,DF,17827.0,Brasília,Cliente_02763,1990-01-24 12:39:22
2764,F,SP,22700.0,Campinas,Cliente_02764,1983-06-07 16:54:08
2765,F,BA,8688.0,Feira de Santana,Cliente_02765,2004-01-11 14:30:41
2766,M,BA,4308.0,Salvador,Cliente_02766,1962-11-28 00:00:02
2767,M,DF,15351.0,Brasília,Cliente_02767,1963-02-23 00:28:41
2768,F,GO,16854.0,Anápolis,Cliente_02768,2000-03-25 02:39:02
2769,F,RJ,16558.0,Niterói,Cliente_02769,2005-06-09 16:42:03
2770,F,MG,16120.0,Juiz de Fora,Cliente_02770,1999-09-19 23:29:20
2771,F,GO,21487.0,Anápolis,Cliente_02771,1981-07-14 17:04:24
2772,F,GO,5413.0,Goiânia,Cliente_02772,1996-09-21 01:38:25
2773,M,SP,19303.0,Campinas,Cliente_02773,1966-01-26 14:41:46
2774,M,PR,3667.0,Maringá,Cliente_02774,1979-09-03 12:12:50
2775,M,DF,3644.0,Brasília,Cliente_02775,1994-02-08 00:33:28
2776,M,RS,3667.0,Caxias do Sul,Cliente_02776,1996-07-03 05:49:58
2777,F,RJ,11252.0,Campos,Cliente_02777,1982-11-14 12:09:18
2778,F,GO,10868.0,Anápolis,Cliente_02778,1999-10-15 15:54:49
2779,F,MG,23775.0,Juiz de Fora,Cliente_02779,2006-01-10 19:46:51
2780,F,PR,24420.0,Maringá,Cliente_02780,1972-12-24 12:06:10
2781,F,SP,19050.0,Campinas,Cliente_02781,1971-07-31 01:03:14
2782,M,SC,5075.0,Florianópolis,Cliente_02782,1987-04-15 21:04:14
2783,F,RJ,20725.0,Rio de Janeiro,Cliente_02783,1974-06-06 00:08:52
2784,M,SC,19754.0,Joinville,Cliente_02784,1981-12-27 21:36:57
2785,M,BA,20770.0,Feira de Santana,Cliente_02785,1962-01-22 18:36:20
2786,M,GO,18043.0,Anápolis,Cliente_02786,1966-06-27 17:10:51
2787,M,PE,8743.0,Caruaru,Cliente_02787,1992-02-11 10:41:48
2788,F,RJ,21647.0,Niterói,Cliente_02788,1983-05-09 05:16:40
2789,M,RS,14426.0,Porto Alegre,Cliente_02789,1988-05-28 15:47:52
2790,M,PR,2555.0,Maringá,Cliente_02790,1982-05-17 11:32:05
2791,M,MG,18217.0,Juiz de Fora,Cliente_02791,1965-05-07 14:30:50
2792,F,RJ,21480.0,Rio de Janeiro,Cliente_02792,1979-11-16 04:03:06
2793,F,RS,10583.0,Porto Alegre,Cliente_02793,1982-02-11 00:33:26
2794,F,DF,2862.0,Brasília,Cliente_02794,1999-05-06 10:43:21
2795,M,SC,2425.0,Blumenau,Cliente_02795,1997-04-16 18:25:43
2796,M,DF,23403.0,Brasília,Cliente_02796,1984-05-18 18:53:28
2797,F,PR,20327.0,Curitiba,Cliente_02797,1980-03-28 20:00:05
2798,M,SP,17821.0,Campinas,Cliente_02798,1974-11-01 04:03:35
2799,F,GO,12269.0,Goiânia,Cliente_02799,2001-09-13 22:37:05
2800,F,RJ,5480.0,Rio de Janeiro,Cliente_02800,1973-05-15 07:16:07
2801,M,PE,8760.0,Recife,Cliente_02801,1962-12-12 16:49:18
2802,M,SC,17651.0,Florianópolis,Cliente_02802,1973-02-09 11:43:40
2803,M,SC,12097.0,Blumenau,Cliente_02803,1977-10-17 15:06:18
2804,M,RJ,2919.0,Campos,Cliente_02804,1992-11-09 09:26:57
2805,F,BA,12567.0,Vitória da Conquista,Cliente_02805,1973-06-21 19:33:05
2806,F,DF,1559.0,Brasília,Cliente_02806,2005-09-09 16:06:58
2807,F,SC,4024.0,Blumenau,Cliente_02807,2006-11-06 09:08:06
2808,F,RS,21681.0,Caxias do Sul,Cliente_02808,2000-10-16 06:23:20
2809,F,MG,3078.0,Uberlândia,Cliente_02809,1983-02-05 22:17:38
2810,M,GO,14098.0,Rio Verde,Cliente_02810,1994-05-16 13:43:48
2811,F,SC,16027.0,Blumenau,Cliente_02811,1975-05-07 20:24:24
2812,F,RS,17547.0,Pelotas,Cliente_02812,2002-01-16 02:51:18
2813,F,PR,2207.0,Curitiba,Cliente_02813,1956-04-01 23:58:23
2814,M,PR,6777.0,Londrina,Cliente_02814,1994-01-10 03:58:53
2815,M,GO,3280.0,Anápolis,Cliente_02815,1988-05-14 21:43:16
2816,M,BA,15311.0,Salvador,Cliente_02816,1979-10-08 15:26:00
2817,M,PE,20297.0,Recife,Cliente_02817,1960-11-25 02:23:45
2818,F,GO,14645.0,Goiânia,Cliente_02818,1983-01-22 15:13:07
2819,F,SP,16162.0,Campinas,Cliente_02819,2002-09-10 22:00:35
2820,M,BA,20045.0,Salvador,Cliente_02820,1994-08-14 21:41:04
2821,M,SC,13231.0,Florianópolis,Cliente_02821,1959-01-07 01:16:09
2822,F,GO,10300.0,Goiânia,Cliente_02822,1988-05-10 17:44:22
2823,F,DF,18192.0,Brasília,Cliente_02823,1958-05-08 04:08:01
2824,M,PR,6939.0,Maringá,Cliente_02824,1999-02-17 22:52:10
2825,M,RS,5807.0,Porto Alegre,Cliente_02825,1973-12-26 17:25:34
2826,M,GO,3864.0,Rio Verde,Cliente_02826,1985-06-17 22:19:24
2827,M,DF,18068.0,Brasília,Cliente_02827,1969-12-23 08:36:47
2828,F,BA,6824.0,Feira de Santana,Cliente_02828,1998-05-23 14:20:24
2829,F,SP,6983.0,Campinas,Cliente_02829,1988-10-06 09:13:42
2830,F,RS,1745.0,Caxias do Sul,Cliente_02830,1966-12-26 06:59:08
2831,M,MG,9930.0,Juiz de Fora,Cliente_02831,1995-02-17 02:36:46
2832,M,SP,9683.0,São Paulo,Cliente_02832,1998-11-21 12:08:28
2833,F,SC,7424.0,Joinville,Cliente_02833,1975-10-04 07:14:51
2834,F,DF,18403.0,Brasília,Cliente_02834,1997-04-03 22:57:47
2835,F,GO,15401.0,Goiânia,Cliente_02835,1960-10-11 11:18:37
2836,F,GO,5407.0,Rio Verde,Cliente_02836,1971-12-02 09:38:30
2837,M,RJ,1776.0,Niterói,Cliente_02837,1995-04-02 07:53:18
2838,F,PR,6601.0,Curitiba,Cliente_02838,1986-11-13 11:20:29
2839,F,SC,16037.0,Florianópolis,Cliente_02839,1973-10-19 22:43:43
2840,F,DF,14001.0,Brasília,Cliente_02840,1992-09-06 19:19:04
2841,F,GO,22457.0,Anápolis,Cliente_02841,1958-09-02 21:58:49
2842,F,MG,6103.0,Belo Horizonte,Cliente_02842,1980-12-15 15:09:35
2843,F,RS,17835.0,Pelotas,Cliente_02843,1977-02-05 07:29:12
2844,F,SC,14886.0,Joinville,Cliente_02844,1971-01-18 15:17:35
2845,M,BA,5553.0,Feira de Santana,Cliente_02845,1977-02-20 12:17:05
2846,M,MG,24696.0,Uberlândia,Cliente_02846,1975-03-17 06:13:29
2847,M,RS,7573.0,Caxias do Sul,Cliente_02847,1998-06-04 23:56:08
2848,M,PE,18025.0,Petrolina,Cliente_02848,1987-10-27 10:22:09
2849,F,PR,12061.0,Maringá,Cliente_02849,1978-04-26 03:39:24
2850,M,SC,19601.0,Florianópolis,Cliente_02850,1989-01-11 19:52:01
2851,M,DF,14248.0,Brasília,Cliente_02851,1984-12-15 18:47:56
2852,F,SP,8813.0,Santos,Cliente_02852,1993-07-04 03:41:48
2853,F,RS,7214.0,Porto Alegre,Cliente_02853,1999-10-02 03:37:59
2854,M,BA,18283.0,Salvador,Cliente_02854,1980-06-16 01:33:54
2855,M,GO,22647.0,Anápolis,Cliente_02855,1982-01-18 09:56:30
2856,F,SP,11026.0,São Paulo,Cliente_02856,1999-03-14 17:22:10
2857,M,MG,15082.0,Uberlândia,Cliente_02857,1961-06-13 15:35:18
2858,F,PR,12315.0,Curitiba,Cliente_02858,1975-02-10 07:55:10
2859,F,DF,15260.0,Brasília,Cliente_02859,1959-02-18 21:26:33
2860,F,SP,7755.0,Santos,Cliente_02860,1974-12-13 22:14:14
2861,F,BA,18122.0,Feira de Santana,Cliente_02861,1978-06-06 21:24:37
2862,M,RS,4715.0,Porto Alegre,Cliente_02862,1973-05-16 05:52:13
2863,F,DF,9041.0,Brasília,Cliente_02863,1956-06-14 08:09:44
2864,F,PE,5147.0,Petrolina,Cliente_02864,1974-08-11 12:17:21
2865,M,GO,23292.0,Rio Verde,Cliente_02865,2002-07-01 06:34:34
2866,F,PR,11308.0,Londrina,Cliente_02866,1998-03-13 01:33:25
2867,M,SP,24224.0,Campinas,Cliente_02867,1966-09-10 01:27:42
2868,M,PR,20313.0,Londrina,Cliente_02868,1981-02-04 14:21:33
2869,M,PR,5152.0,Curitiba,Cliente_02869,1973-11-20 22:34:54
2870,F,PR,15528.0,Londrina,Cliente_02870,2001-01-20 19:38:27
2871,M,RS,15303.0,Pelotas,Cliente_02871,2003-01-02 23:22:45
2872,M,PR,7807.0,Maringá,Cliente_02872,2007-06-18 15:33:09
2873,F,PE,23024.0,Caruaru,Cliente_02873,1958-09-28 08:07:39
2874,M,MG,20762.0,Uberlândia,Cliente_02874,1980-02-07 11:38:17
2875,M,BA,3035.0,Vitória da Conquista,Cliente_02875,1968-12-30 01:49:06
2876,M,DF,16432.0,Brasília,Cliente_02876,1980-12-08 18:49:11
2877,M,PE,,Recife,Cliente_02877,1970-10-20 16:56:36
2878,M,DF,10227.0,Brasília,Cliente_02878,1958-10-29 05:06:17
2879,F,BA,24138.0,Vitória da Conquista,Cliente_02879,1967-02-10 07:18:02
2880,M,MG,18832.0,Juiz de Fora,Cliente_02880,1971-05-07 21:35:47
2881,M,SC,12334.0,Blumenau,Cliente_02881,1997-10-07 19:38:21
2882,F,DF,21825.0,Brasília,Cliente_02882,1994-04-15 16:56:28
2883,F,DF,10713.0,Brasília,Cliente_02883,1990-03-12 12:28:17
2884,F,MG,24487.0,Uberlândia,Cliente_02884,1997-02-05 06:00:29
2885,M,SP,16937.0,São Paulo,Cliente_02885,2007-09-22 00:11:37
2886,F,PE,2903.0,Recife,Cliente_02886,1964-04-17 12:21:04
2887,M,SP,21395.0,Campinas,Cliente_02887,1967-04-02 04:15:10
2888,M,SP,20819.0,Santos,Cliente_02888,1993-02-23 09:13:00
2889,F,SP,22762.0,Campinas,Cliente_02889,1992-11-08 03:45:58
2890,F,PR,9006.0,Londrina,Cliente_02890,1960-04-28 10:42:33
2891,M,GO,9091.0,Goiânia,Cliente_02891,1970-11-07 22:47:54
2892,F,DF,14496.0,Brasília,Cliente_02892,1956-11-21 11:34:26
2893,M,SP,6560.0,São Paulo,Cliente_02893,2003-07-23 22:05:54
2894,F,PE,21217.0,Caruaru,Cliente_02894,2003-02-04 14:37:22
2895,F,GO,16562.0,Anápolis,Cliente_02895,1961-02-11 19:52:25
2896,F,GO,3102.0,Goiânia,Cliente_02896,1981-07-07 17:41:15
2897,M,SP,14972.0,São Paulo,Cliente_02897,2000-06-16 02:47:24
2898,F,RS,3696.0,Pelotas,Cliente_02898,1991-07-11 12:56:02
2899,M,SP,12591.0,Campinas,Cliente_02899,1997-01-28 18:52:33
2900,M,RS,16540.0,Pelotas,Cliente_02900,1998-09-06 08:52:21
2901,M,SP,17994.0,Santos,Cliente_02901,1993-05-02 14:21:01
2902,M,PE,17516.0,Petrolina,Cliente_02902,1977-03-07 18:50:01
2903,F,RS,7523.0,Porto Alegre,Cliente_02903,1986-01-01 14:13:22
2904,M,PR,22043.0,Maringá,Cliente_02904,1993-02-20 11:25:20
2905,M,GO,5367.0,Goiânia,Cliente_02905,2002-06-27 03:21:13
2906,F,SP,11069.0,São Paulo,Cliente_02906,1978-10-28 19:31:24
2907,M,GO,9141.0,Goiânia,Cliente_02907,1999-06-06 16:40:40
2908,F,SP,6504.0,Campinas,Cliente_02908,1982-03-30 11:27:27
2909,M,DF,11463.0,Brasília,Cliente_02909,1961-05-03 07:39:01
2910,F,DF,15296.0,Brasília,Cliente_02910,1959-01-31 06:48:53
2911,M,RJ,9704.0,Campos,Cliente_02911,1993-12-15 17:30:32
2912,F,SP,8577.0,São Paulo,Cliente_02912,1972-06-22 13:34:25
2913,M,RJ,14026.0,Niterói,Cliente_02913,1959-05-07 17:42:33
2914,M,MG,4761.0,Uberlândia,Cliente_02914,1990-02-16 17:19:57
2915,F,MG,18546.0,Uberlândia,Cliente_02915,1964-06-22 17:28:30
2916,F,GO,14897.0,Goiânia,Cliente_02916,2006-10-01 20:02:58
2917,F,RS,4890.0,Porto Alegre,Cliente_02917,1960-08-14 03:14:10
2918,F,SP,20902.0,São Paulo,Cliente_02918,1999-01-27 12:04:34
2919,M,BA,16799.0,Feira de Santana,Cliente_02919,1979-09-26 14:12:48
2920,M,SP,3402.0,São Paulo,Cliente_02920,1965-11-09 16:23:21
2921,F,SP,22055.0,Santos,Cliente_02921,1983-03-18 11:32:06
2922,M,BA,18212.0,Salvador,Cliente_02922,2005-11-27 19:16:41
2923,F,MG,11131.0,Belo Horizonte,Cliente_02923,1974-10-08 23:15:24
2924,F,RJ,17062.0,Campos,Cliente_02924,1987-05-30 21:37:10
2925,M,GO,15040.0,Goiânia,Cliente_02925,2000-01-08 03:21:05
2926,M,MG,24179.0,Belo Horizonte,Cliente_02926,2003-12-08 21:52:21
2927,M,BA,5346.0,Salvador,Cliente_02927,2004-04-30 07:40:03
2928,M,SP,13859.0,São Paulo,Cliente_02928,1985-07-01 04:11:22
2929,M,MG,18108.0,Uberlândia,Cliente_02929,1958-10-22 11:18:46
2930,M,PE,4020.0,Recife,Cliente_02930,1969-03-06 17:17:01
2931,M,DF,9564.0,Brasília,Cliente_02931,1982-02-22 09:54:37
2932,F,SP,21598.0,Santos,Cliente_02932,1973-06-16 12:55:50
2933,F,SC,20291.0,Blumenau,Cliente_02933,1997-09-03 14:18:27
2934,F,BA,8183.0,Feira de Santana,Cliente_02934,1985-04-16 15:16:34
2935,F,PR,18694.0,Curitiba,Cliente_02935,1955-09-05 09:13:12
2936,F,RS,24636.0,Pelotas,Cliente_02936,1982-02-23 23:45:39
2937,M,PR,4617.0,Londrina,Cliente_02937,1988-08-03 06:49:41
2938,F,MG,22657.0,Belo Horizonte,Cliente_02938,1956-07-07 15:39:02
2939,F,SP,17104.0,Campinas,Cliente_02939,1983-07-08 08:40:41
2940,F,RS,21174.0,Porto Alegre,Cliente_02940,2000-01-16 18:11:46
2941,F,RS,14078.0,Caxias do Sul,Cliente_02941,1955-08-04 14:08:20
2942,F,GO,3751.0,Anápolis,Cliente_02942,1959-02-25 03:11:27
2943,F,PR,15013.0,Maringá,Cliente_02943,1993-08-23 00:09:31
2944,F,SP,6161.0,Santos,Cliente_02944,1999-08-21 17:19:25
2945,M,GO,15603.0,Anápolis,Cliente_02945,1965-06-23 22:36:16
2946,M,RJ,22490.0,Rio de Janeiro,Cliente_02946,1974-04-22 22:30:14
2947,F,PR,,Curitiba,Cliente_02947,1979-09-09 20:18:50
2948,M,DF,20936.0,Brasília,Cliente_02948,2002-01-09 06:33:23
2949,M,DF,22335.0,Brasília,Cliente_02949,1985-03-29 15:25:00
2950,M,GO,6425.0,Goiânia,Cliente_02950,1969-02-12 15:00:21
2951,M,RJ,13702.0,Rio de Janeiro,Cliente_02951,1991-10-27 05:53:40
2952,F,PE,4146.0,Recife,Cliente_02952,1997-09-01 19:37:37
2953,M,PE,20790.0,Petrolina,Cliente_02953,1981-08-12 17:21:20
2954,M,DF,19630.0,Brasília,Cliente_02954,2004-02-04 22:26:19
2955,M,SC,5809.0,Joinville,Cliente_02955,1985-04-29 00:58:19
2956,F,BA,18332.0,Vitória da Conquista,Cliente_02956,1998-09-14 18:28:05
2957,F,BA,20896.0,Salvador,Cliente_02957,1955-03-03 18:48:38
2958,F,SC,19452.0,Joinville,Cliente_02958,2002-06-02 07:51:17
2959,F,GO,21375.0,Goiânia,Cliente_02959,1963-08-26 04:38:49
2960,F,BA,14167.0,Salvador,Cliente_02960,1955-07-31 22:58:39
2961,F,BA,8810.0,Feira de Santana,Cliente_02961,1971-10-11 01:34:20
2962,F,PR,24767.0,Curitiba,Cliente_02962,1956-12-23 15:11:41
2963,M,PR,16467.0,Maringá,Cliente_02963,1956-12-27 03:11:34
2964,M,SC,23868.0,Blumenau,Cliente_02964,1986-09-22 10:06:44
2965,M,SP,10739.0,Santos,Cliente_02965,1999-07-29 05:23:28
2966,F,RJ,8588.0,Rio de Janeiro,Cliente_02966,1978-11-10 14:00:16
2967,F,GO,14322.0,Rio Verde,Cliente_02967,1955-07-13 18:44:40
2968,F,PR,22652.0,Curitiba,Cliente_02968,1973-10-24 10:25:56
2969,F,PR,18948.0,Curitiba,Cliente_02969,2007-05-01 06:42:37
2970,F,PE,5321.0,Petrolina,Cliente_02970,1976-12-12 02:19:08
2971,M,RJ,2936.0,Campos,Cliente_02971,1967-04-20 21:49:46
2972,M,PE,14397.0,Recife,Cliente_02972,1998-08-24 11:41:50
2973,F,SP,23981.0,São Paulo,Cliente_02973,2003-12-01 10:39:24
2974,F,RJ,20367.0,Rio de Janeiro,Cliente_02974,1965-05-18 07:42:09
2975,F,BA,9219.0,Salvador,Cliente_02975,1967-08-02 05:02:10
2976,F,PE,22684.0,Petrolina,Cliente_02976,1962-10-09 22:46:40
2977,M,DF,24266.0,Brasília,Cliente_02977,1975-04-07 18:42:13
2978,F,GO,22713.0,Goiânia,Cliente_02978,1979-10-09 15:07:55
2979,F,BA,24037.0,Salvador,Cliente_02979,1982-01-17 10:57:06
2980,F,RJ,4294.0,Rio de Janeiro,Cliente_02980,1997-05-19 02:14:06
2981,F,DF,13028.0,Brasília,Cliente_02981,1968-09-03 04:22:56
2982,M,SP,11582.0,São Paulo,Cliente_02982,1980-05-04 11:11:48
2983,F,DF,14518.0,Brasília,Cliente_02983,1986-07-10 12:51:40
2984,F,PR,18981.0,Curitiba,Cliente_02984,2007-04-02 11:54:42
2985,M,SC,19522.0,Joinville,Cliente_02985,1962-09-14 03:30:12
2986,M,DF,17084.0,Brasília,Cliente_02986,1963-03-15 07:33:33
2987,M,RS,11350.0,Caxias do Sul,Cliente_02987,1991-09-23 21:23:47
2988,F,SP,9955.0,Campinas,Cliente_02988,1989-10-02 00:27:33
2989,F,BA,12684.0,Vitória da Conquista,Cliente_02989,1990-09-20 00:12:11
2990,M,PE,14707.0,Recife,Cliente_02990,1963-01-29 04:17:35
2991,M,MG,1660.0,Juiz de Fora,Cliente_02991,1967-09-25 09:36:17
2992,M,SP,23790.0,São Paulo,Cliente_02992,1962-12-13 14:00:29
2993,M,RS,9918.0,Caxias do Sul,Cliente_02993,1981-12-17 13:59:40
2994,M,PR,8581.0,Curitiba,Cliente_02994,1968-05-15 20:39:15
2995,M,PE,5912.0,Petrolina,Cliente_02995,1958-10-01 15:22:00
2996,F,GO,11614.0,Rio Verde,Cliente_02996,1980-12-11 22:41:23
2997,F,MG,21041.0,Belo Horizonte,Cliente_02997,1970-06-02 21:55:18
2998,F,DF,20222.0,Brasília,Cliente_02998,1998-12-09 21:44:42
2999,M,RS,23472.0,Pelotas,Cliente_02999,1966-10-10 09:22:12
3000,M,DF,19485.0,Brasília,Cliente_03000,2002-09-13 23:05:00
3001,M,GO,7388.0,Anápolis,Cliente_03001,1995-07-15 20:48:17
3002,M,SP,5218.0,São Paulo,Cliente_03002,1974-04-12 04:27:51
3003,M,SC,23430.0,Joinville,Cliente_03003,1966-05-03 04:18:34
3004,M,RS,12114.0,Caxias do Sul,Cliente_03004,2000-05-08 03:05:29
3005,F,RJ,19809.0,Campos,Cliente_03005,1982-04-24 01:43:05
3006,F,BA,20799.0,Salvador,Cliente_03006,1993-07-13 04:57:37
3007,M,RJ,24782.0,Niterói,Cliente_03007,1966-11-22 12:43:14
3008,F,SC,9943.0,Joinville,Cliente_03008,1973-01-20 09:23:37
3009,M,GO,23536.0,Goiânia,Cliente_03009,1990-08-31 06:05:10
3010,F,RJ,21385.0,Campos,Cliente_03010,1991-02-17 17:51:00
3011,M,PR,16703.0,Londrina,Cliente_03011,1979-05-31 00:26:55
3012,M,RS,17869.0,Porto Alegre,Cliente_03012,1958-07-27 22:19:21
3013,F,PR,8774.0,Curitiba,Cliente_03013,1987-03-15 21:56:26
3014,F,MG,17259.0,Uberlândia,Cliente_03014,2007-07-21 19:48:34
3015,M,SC,19486.0,Joinville,Cliente_03015,1956-04-19 01:11:59
3016,M,MG,18397.0,Uberlândia,Cliente_03016,1997-10-24 05:07:23
3017,F,MG,16604.0,Juiz de Fora,Cliente_03017,1998-10-11 09:28:10
3018,F,MG,10133.0,Juiz de Fora,Cliente_03018,1958-01-11 22:05:09
3019,M,SP,9692.0,São Paulo,Cliente_03019,1978-01-13 22:28:41
3020,F,SP,8001.0,São Paulo,Cliente_03020,1993-03-31 23:30:40
3021,M,SC,18786.0,Joinville,Cliente_03021,1994-12-30 09:49:11
3022,M,PE,7219.0,Recife,Cliente_03022,1991-06-24 13:06:12
3023,M,RJ,10912.0,Campos,Cliente_03023,1957-09-04 10:23:16
3024,M,SP,17463.0,São Paulo,Cliente_03024,1975-11-05 13:07:57
3025,F,DF,20205.0,Brasília,Cliente_03025,1997-04-21 18:05:26
3026,F,PR,2355.0,Curitiba,Cliente_03026,1991-07-22 17:29:40
3027,F,SP,2517.0,Campinas,Cliente_03027,1988-09-03 13:41:27
3028,F,GO,6779.0,Anápolis,Cliente_03028,2004-04-20 09:56:36
3029,F,MG,11912.0,Juiz de Fora,Cliente_03029,2005-07-16 04:02:54
3030,F,SP,9212.0,São Paulo,Cliente_03030,1998-08-11 14:10:00
3031,F,SC,17317.0,Florianópolis,Cliente_03031,1978-02-12 06:47:32
3032,M,PR,22564.0,Curitiba,Cliente_03032,2002-11-07 11:04:50
3033,F,PR,24956.0,Londrina,Cliente_03033,1986-05-12 13:30:04
3034,F,PE,8124.0,Petrolina,Cliente_03034,1992-02-19 07:50:25
3035,M,BA,18079.0,Salvador,Cliente_03035,1994-03-08 03:04:04
3036,F,BA,16631.0,Salvador,Cliente_03036,1970-02-19 19:26:17
3037,F,RJ,6194.0,Rio de Janeiro,Cliente_03037,1962-07-25 00:36:44
3038,M,DF,15547.0,Brasília,Cliente_03038,2002-08-31 13:32:41
3039,F,RS,6151.0,Porto Alegre,Cliente_03039,1978-12-13 14:12:20
3040,F,SC,24875.0,Blumenau,Cliente_03040,2000-01-04 16:32:31
3041,F,GO,14226.0,Rio Verde,Cliente_03041,1975-04-02 16:44:21
3042,M,SP,20581.0,Santos,Cliente_03042,1977-08-06 14:26:55
3043,F,SC,12799.0,Joinville,Cliente_03043,1996-01-20 01:53:05
3044,F,DF,18941.0,Brasília,Cliente_03044,1976-05-16 12:49:08
3045,M,BA,6707.0,Salvador,Cliente_03045,1970-10-20 16:06:06
3046,F,SC,12397.0,Florianópolis,Cliente_03046,1991-10-18 14:44:48
3047,M,SP,4292.0,São Paulo,Cliente_03047,1976-05-09 03:00:02
3048,M,PE,1920.0,Recife,Cliente_03048,2003-01-24 19:08:18
3049,F,RJ,20698.0,Campos,Cliente_03049,2006-03-06 04:45:06
3050,M,PE,4340.0,Caruaru,Cliente_03050,1972-04-26 18:29:34
3051,M,BA,14937.0,Feira de Santana,Cliente_03051,1967-03-09 20:11:14
3052,F,MG,18915.0,Belo Horizonte,Cliente_03052,1996-11-12 08:39:35
3053,M,BA,9139.0,Vitória da Conquista,Cliente_03053,1992-04-21 22:31:28
3054,M,RJ,19375.0,Niterói,Cliente_03054,1995-07-16 22:10:29
3055,F,SP,6475.0,Campinas,Cliente_03055,1985-12-04 23:34:40
3056,F,DF,22831.0,Brasília,Cliente_03056,1965-02-23 01:09:35
3057,F,RS,18393.0,Porto Alegre,Cliente_03057,1979-01-09 01:57:20
3058,M,PE,,Caruaru,Cliente_03058,1991-09-30 02:35:46
3059,F,BA,17035.0,Salvador,Cliente_03059,1967-08-22 05:05:02
3060,M,DF,6561.0,Brasília,Cliente_03060,1958-11-07 20:22:23
3061,M,PE,3358.0,Petrolina,Cliente_03061,1988-02-17 02:20:39
3062,M,BA,15178.0,Salvador,Cliente_03062,1968-09-17 07:41:57
3063,M,RJ,23491.0,Niterói,Cliente_03063,1972-06-14 01:45:24
3064,M,PE,3565.0,Recife,Cliente_03064,1972-04-08 21:34:53
3065,M,BA,15891.0,Salvador,Cliente_03065,2005-08-19 03:39:46
3066,M,SP,20850.0,São Paulo,Cliente_03066,1981-04-10 18:33:18
3067,F,RJ,14846.0,Rio de Janeiro,Cliente_03067,1984-10-01 15:44:29
3068,F,DF,16737.0,Brasília,Cliente_03068,1958-03-07 15:58:38
3069,M,DF,8273.0,Brasília,Cliente_03069,1958-04-13 15:10:02
3070,M,RS,11288.0,Porto Alegre,Cliente_03070,1970-09-07 00:44:10
3071,F,SC,15594.0,Florianópolis,Cliente_03071,2001-06-18 13:10:45
3072,M,MG,5942.0,Uberlândia,Cliente_03072,1979-10-26 14:08:37
3073,F,SP,10747.0,São Paulo,Cliente_03073,1955-12-21 07:10:32
3074,F,RJ,14695.0,Niterói,Cliente_03074,1972-07-24 01:28:13
3075,F,PE,10715.0,Recife,Cliente_03075,2006-09-24 04:26:06
3076,M,DF,4704.0,Brasília,Cliente_03076,1995-12-24 03:48:09
3077,M,SP,18459.0,Santos,Cliente_03077,1976-06-10 08:35:08
3078,F,RJ,18082.0,Rio de Janeiro,Cliente_03078,2003-03-12 15:03:33
3079,F,RJ,2865.0,Niterói,Cliente_03079,1996-02-28 16:29:37
3080,F,PE,19882.0,Caruaru,Cliente_03080,1983-01-06 12:20:35
3081,F,RJ,23234.0,Campos,Cliente_03081,1966-12-19 21:12:14
3082,F,GO,24328.0,Goiânia,Cliente_03082,1975-03-04 06:24:53
3083,M,SP,18900.0,Santos,Cliente_03083,1980-12-20 12:53:30
3084,F,BA,21502.0,Salvador,Cliente_03084,1991-01-24 03:10:57
3085,M,DF,1525.0,Brasília,Cliente_03085,1957-12-02 13:18:22
3086,F,DF,5224.0,Brasília,Cliente_03086,1980-12-03 07:51:01
3087,M,BA,4958.0,Salvador,Cliente_03087,1975-07-09 21:25:19
3088,M,SP,24477.0,Campinas,Cliente_03088,1967-06-06 15:59:21
3089,M,MG,12059.0,Juiz de Fora,Cliente_03089,1983-07-26 06:19:06
3090,M,SP,6246.0,Santos,Cliente_03090,1983-11-01 03:09:45
3091,M,PR,14717.0,Londrina,Cliente_03091,1967-05-09 06:41:58
3092,M,RJ,24862.0,Niterói,Cliente_03092,1974-03-19 05:39:57
3093,F,SC,10567.0,Blumenau,Cliente_03093,1976-05-08 03:35:09
3094,M,PE,10633.0,Caruaru,Cliente_03094,1993-05-08 13:50:15
3095,F,GO,4541.0,Goiânia,Cliente_03095,1978-10-21 17:28:44
3096,M,SC,9265.0,Blumenau,Cliente_03096,1969-06-01 01:54:32
3097,M,BA,6904.0,Vitória da Conquista,Cliente_03097,1992-04-06 17:04:36
3098,F,PE,2071.0,Caruaru,Cliente_03098,1964-08-25 19:53:12
3099,M,PE,10296.0,Recife,Cliente_03099,2007-11-23 10:49:02
3100,F,PE,14112.0,Petrolina,Cliente_03100,1990-08-30 14:04:26
3101,F,DF,16805.0,Brasília,Cliente_03101,1995-02-01 08:59:18
3102,F,GO,22864.0,Rio Verde,Cliente_03102,1981-07-04 10:46:15
